id;name;surname;gender;date_of_birth;year;hogsmeade_consent;house_id;dormitory_id
5555;Shania;Winmill;F;2010-04-15;4;1;1;45
5556;Beau;Gibeau;F;2013-09-21;1;0;0;13
5557;Elliot;Clairmont;M;2007-02-04;7;1;1;34
5558;Vicky;Blalock;F;2011-12-03;3;1;1;11
5559;Myrna;Lawrence;F;2012-04-29;2;0;3;7
5560;Chloe;Honeyball;F;2013-03-09;1;0;2;93
5561;Venetia;Acre;F;2009-10-11;5;1;1;105
5562;Joyce;Diprose;F;2011-02-15;3;1;0;1
5563;Osborne;Arthur;M;2007-03-06;7;1;3;98
5564;Madeleine;Calderhead;F;2009-11-09;5;1;2;89
5565;Zedekiah;Groover;M;2010-12-24;4;1;2;100
5566;Lettice;Poile;F;2009-02-20;5;1;2;27
5567;Sherry;Yeager;F;2008-04-13;6;1;2;85
5568;Mort;Croucher;M;2011-12-05;3;1;3;92
5569;Jeanie;Franklin;F;2007-04-12;7;1;2;13
5570;Sam;Hicks;F;2007-05-09;7;1;3;15
5571;Lorna;Ingram;F;2008-09-15;6;1;2;75
5572;Primrose;Harsent;F;2007-09-30;7;1;3;37
5573;Carlton;Shairp;M;2013-09-21;1;0;2;126
5574;Netty;Craig;F;2012-05-19;2;0;1;101
5575;Eva;Hancox;F;2010-11-20;4;1;0;41
5576;Sheldon;Hickman;M;2013-02-27;1;0;0;118
5577;Annie;Seaborn;F;2009-02-24;5;1;1;81
5578;Callum;Kemp;M;2013-01-31;1;0;3;52
5579;Kristin;Dick;F;2007-01-15;7;1;0;15
5580;Garrett;Bassett;M;2013-09-01;1;0;2;78
5581;Ronnie;Bailin;M;2010-05-07;4;1;0;42
5582;Rosaleen;Turville-Petre;F;2012-04-06;2;0;1;85
5583;Wednesday;Butterfill;F;2013-03-29;1;0;0;103
5584;Aaron;Ridley;M;2012-01-16;2;0;3;84
5585;Marcia;Parsons;F;2007-01-04;7;1;0;15
5586;Bernie;Rutter;M;2011-05-02;3;0;0;62
5587;Aleana;Gibbon;F;2012-11-07;2;0;3;63
5588;Jon;Mebane;M;2008-01-09;6;1;1;8
5589;Xander;Sergeant;M;2007-01-03;7;1;0;64
5590;Charley;Best;F;2011-05-24;3;1;0;35
5591;Mindy;Buck;F;2007-11-14;7;1;2;87
5592;Eben;Plummer;M;2012-08-27;2;0;0;86
5593;Charlotte;Deane;F;2013-09-15;1;0;2;71
5594;Sandra;Mossey;F;2012-11-21;2;0;2;49
5595;Kane;Goodman;M;2007-08-28;7;1;1;126
5596;Philippa;Barnet;F;2008-10-20;6;1;3;65
5597;Willy;Haseltine;M;2012-03-25;2;0;1;126
5598;Shahaf;Kenyon;M;2013-12-11;1;0;0;96
5599;Odette;Hogarth;F;2010-09-12;4;1;2;7
5600;Lyndon;Livingston;M;2013-08-13;1;0;3;42
5601;Elgar;Wyatt;M;2013-09-08;1;0;0;84
5602;Clay;Kovacic;M;2012-11-28;2;0;2;30
5603;Christine;Perkin;F;2011-07-22;3;1;1;113
5604;Armand;Eyman;M;2009-04-23;5;1;2;84
5605;Becca;Taylor;F;2012-09-18;2;0;1;125
5606;Aidan;Turner;M;2008-01-22;6;1;2;44
5607;Ritchie;Pippen;M;2008-12-25;6;1;1;104
5608;Art;Johnson;M;2011-03-23;3;1;1;6
5609;Arlo;Northmore;M;2010-05-12;4;1;3;108
5610;Craig;Daniels;M;2010-08-18;4;1;0;120
5611;Carry;English;F;2011-08-30;3;1;2;19
5612;Kira;Buck;F;2007-09-19;7;0;1;121
5613;Victor;Sykes;M;2007-09-17;7;0;2;36
5614;Muriel;Pearson;F;2007-04-06;7;0;2;87
5615;Sidney;Mellor;M;2012-04-10;2;0;2;26
5616;Cody;Ousey;F;2007-10-30;7;1;2;45
5617;Marmaduke;Aitchison;M;2011-11-29;3;1;3;114
5618;Hodierna;Holbrook;F;2013-05-13;1;0;0;99
5619;Wilmon;Bailin;M;2012-04-05;2;0;3;56
5620;Audra;Mote;F;2009-05-02;5;1;2;81
5621;Damien;Annese;M;2011-06-20;3;1;2;32
5622;Abigail;Worrell;F;2009-02-02;5;1;1;81
5623;Terence;Harley;M;2010-10-27;4;1;1;92
5624;Stacy;Hobson;F;2007-04-02;7;1;0;103
5625;Gaylord;Sidell;M;2008-03-26;6;1;3;120
5626;Ebony;Gusfield;F;2013-12-09;1;0;3;3
5627;Rodger;Burks;M;2011-05-29;3;1;2;38
5628;Kenneth;Archer;M;2007-11-08;7;1;2;78
5629;Armistead;Ambrose;M;2013-04-07;1;0;1;50
5630;Johnson;Winslade;M;2012-08-26;2;0;0;110
5631;Beatrix;Mann;F;2009-05-19;5;1;1;87
5632;Bruce;Reckord;M;2007-03-27;7;1;2;20
5633;Phoebe;Natt;F;2009-12-18;5;1;1;1
5634;Henry;Kovacevich;M;2007-01-17;7;1;3;120
5635;Anna;Joy;F;2008-11-29;6;1;0;29
5636;Patience;Jex-Blake;F;2012-05-29;2;0;0;9
5637;Jemima;Babcock;F;2013-08-19;1;0;3;113
5638;Cwichelm;Winmill;M;2012-03-10;2;0;3;0
5639;Margaret;Waddingham;F;2012-12-09;2;0;0;11
5640;Jodie;Irwin;F;2009-10-05;5;1;1;15
5641;Skyler;Bridge;F;2013-01-09;1;0;3;21
5642;Terence;Little;M;2008-03-23;6;1;2;30
5643;Zadoc;Light;M;2011-01-25;3;1;1;66
5644;Honor;Dennis;F;2008-06-04;6;1;1;77
5645;Shelley;Byers;F;2009-09-04;5;1;0;45
5646;Morgan;Northmore;F;2013-07-12;1;0;3;83
5647;Noam;Ayris;M;2011-09-16;3;1;3;60
5648;Giselle;Smallman;F;2008-08-27;6;1;2;33
5649;Nehemiah;Flowers;M;2010-04-11;4;1;1;42
5650;Bianca;Upcher;F;2013-01-18;1;0;3;23
5651;Sorrel;Diment;F;2007-04-14;7;1;2;37
5652;Holbrook;Willcock;M;2010-05-23;4;1;1;28
5653;Petrina;Pigram;F;2010-04-10;4;1;0;53
5654;Tyler;Singleton;M;2011-10-25;3;1;1;32
5655;Sarah;Yates;F;2009-09-07;5;1;3;79
5656;Gareth;Jennings;M;2009-05-08;5;1;0;72
5657;Colin;Buckler;M;2009-01-29;5;0;3;126
5658;Marian;Sampson;F;2012-02-06;2;0;2;41
5659;Wednesday;Hyde;F;2013-03-21;1;0;3;43
5660;Hazel;Windle;F;2009-12-31;5;1;0;113
5661;Maxine;Handley;F;2008-05-22;6;1;2;59
5662;Lavender;Hawker;F;2013-06-04;1;0;1;29
5663;Lindy;Cowman;F;2009-03-14;5;1;0;71
5664;Posy;Rixon;F;2008-11-02;6;1;0;29
5665;Tyson;Bush;M;2011-12-15;3;0;0;8
5666;George;Crofford;M;2013-09-23;1;0;0;124
5667;Hope;Pappin;F;2013-06-24;1;0;2;57
5668;Winston;Spencer;M;2011-10-08;3;1;2;122
5669;Heath;Brannick;M;2011-04-13;3;1;0;24
5670;Becky;Porter;F;2008-07-21;6;1;0;77
5671;Wally;Hardcastle;M;2009-02-24;5;1;3;20
5672;Morgan;Beavers;F;2007-01-20;7;1;0;65
5673;Arnold;Hallam;M;2010-11-28;4;1;0;58
5674;Jess;Hornbuckle;F;2013-03-10;1;0;3;83
5675;Diamond;Dalderby;F;2011-01-08;3;1;1;119
5676;Domenic;Card;M;2010-09-22;4;1;2;58
5677;Mabel;Workman;F;2012-03-09;2;0;0;67
5678;Brynlee;Howell;F;2008-05-25;6;1;3;89
5679;Arnold;Lightfoot;M;2008-07-11;6;1;2;20
5680;Trent;Worrall;M;2013-04-23;1;0;3;120
5681;Colin;Barwick;M;2007-05-19;7;1;1;110
5682;Stefan;Major;M;2012-09-29;2;0;2;124
5683;Morgan;Braceful;F;2007-02-15;7;1;2;27
5684;Jeffery;Dawkins;M;2007-09-13;7;1;3;120
5685;Clyde;Turville-Petre;M;2013-04-26;1;0;2;76
5686;Zion;Horscroft;M;2009-06-10;5;1;3;18
5687;Demetrius;Eldritch;M;2008-08-12;6;1;3;80
5688;Hal;Boote;M;2011-04-30;3;1;2;72
5689;Ramona;Harrelson;F;2009-09-06;5;1;3;75
5690;Lydia;Brock;F;2011-09-17;3;1;0;19
5691;Jacinta;Penington;F;2009-08-31;5;1;0;11
5692;Cheryl;Hayward;F;2013-10-14;1;0;1;17
5693;Frederic;Grewcock;M;2009-03-15;5;1;3;64
5694;Allen;Whyte;M;2012-09-24;2;0;0;46
5695;Deanne;Butters;F;2007-01-10;7;1;1;79
5696;Edd;Boynton;M;2011-09-07;3;1;2;24
5697;Matthias;Jenkinson;M;2011-02-11;3;1;0;84
5698;Ella;Bromley-Davenport;F;2013-01-20;1;0;1;95
5699;Tony;Allingham;M;2010-03-25;4;1;3;108
5700;Colman;Tuckey;M;2011-08-07;3;1;2;96
5701;Henrietta;Connor;F;2008-02-10;6;1;0;117
5702;Belinda;Hudson;F;2010-12-01;4;1;1;53
5703;Margie;Pinnington;F;2013-02-25;1;0;2;123
5704;Courtney;Kitson;M;2012-02-11;2;0;3;52
5705;Carrie Anne;Coberly;F;2013-04-15;1;0;3;55
5706;Dutton;Blythe;M;2007-03-22;7;1;1;88
5707;Muriel;Tanqueray;F;2007-02-08;7;1;2;101
5708;Fred;Bacon;M;2009-04-19;5;1;3;80
5709;Charly;Burwick;M;2010-01-08;4;1;0;12
5710;Jodie;Willson;M;2010-05-24;4;1;1;112
5711;Nathaniel;Whittle;M;2008-11-12;6;1;1;96
5712;Valerie;Haynes;F;2009-10-03;5;1;0;1
5713;Loretta;Newdigate;F;2013-12-01;1;0;3;69
5714;Reuben;Cousins;M;2008-06-17;6;1;0;72
5715;Karyne;Halliday;F;2008-11-28;6;1;3;29
5716;Charlee;Weaving;M;2007-07-07;7;1;2;86
5717;Mel;Baldridge;F;2008-02-08;6;1;0;77
5718;Carlene;Reeves;F;2008-11-16;6;1;3;115
5719;Colleen;Ingersoll;F;2007-03-02;7;1;0;49
5720;Gavin;Ferrier;M;2009-02-04;5;1;2;110
5721;Jenny;Rees;F;2011-04-28;3;1;0;71
5722;Josie;Cowie;F;2012-03-19;2;0;1;55
5723;Mina;Thimelby;F;2011-03-17;3;1;0;89
5724;Wes;Hollinworth;M;2010-11-25;4;1;0;60
5725;Ana;Furlong;F;2010-01-21;4;1;1;37
5726;Sheena;Lamphere;F;2009-05-26;5;1;1;59
5727;Johnny;Appleford;F;2009-11-10;5;1;2;17
5728;Claude;Rainford;M;2011-08-17;3;1;3;50
5729;Zachary;Robbins;M;2013-12-28;1;0;3;80
5730;Maddox;Staunton;M;2009-09-08;5;1;1;120
5731;Amber;Halsey;F;2010-07-10;4;1;1;3
5732;Valarie;Benge;F;2009-05-12;5;1;3;57
5733;Kalla;Crowne;F;2009-01-25;5;1;1;69
5734;Laurie;Cliff;M;2011-12-07;3;1;2;110
5735;Emerald;Jewell;F;2009-06-01;5;1;2;35
5736;Lauretta;Hilton;F;2008-01-21;6;1;1;41
5737;Ariana;Bott;F;2009-10-17;5;1;0;45
5738;Christine;Quinn;F;2012-08-11;2;0;3;17
5739;Margie;Lush;F;2010-07-12;4;1;3;119
5740;Storm;Starks;M;2012-05-09;2;0;0;92
5741;Haley;Cooksey;F;2013-09-19;1;0;0;3
5742;Ealdgyth;Beaton;F;2011-02-10;3;1;0;103
5743;Katie;Mann;F;2007-08-12;7;1;3;125
5744;Victoria;Bird;F;2009-03-17;5;1;3;71
5745;Casey;Raymer;M;2013-01-21;1;0;0;114
5746;James;Hulme;M;2010-08-09;4;1;1;64
5747;Chloe;Golden;F;2011-07-01;3;1;2;77
5748;Gerry;Jewell;M;2010-08-24;4;1;2;12
5749;Elmer;Scott;M;2007-07-14;7;1;2;74
5750;Jonnie;Turner;M;2009-01-22;5;1;1;32
5751;Duane;Humphrys;M;2009-12-08;5;1;1;98
5752;Alistair;Rawlings;M;2012-06-03;2;0;3;4
5753;Audrey;Gomersall;F;2007-10-15;7;1;0;13
5754;Max;Battye;M;2007-02-22;7;1;2;86
5755;Chucky;Baldridge;M;2010-02-03;4;1;0;10
5756;Annabeth;Cherrill;F;2011-07-26;3;1;0;17
5757;Charle;Hobbs;F;2007-11-01;7;1;3;105
5758;Sharleen;Burre;F;2007-09-28;7;1;1;89
5759;Eben;Derick;M;2010-02-24;4;1;0;44
5760;Trisha;Chinn;F;2011-08-16;3;1;0;41
5761;Louis;Galloway;M;2009-07-02;5;1;3;42
5762;Barry;Blanchfield;M;2011-03-29;3;1;0;68
5763;Louis;Orpen;M;2013-12-22;1;0;2;52
5764;Matthew;Milnes;M;2009-04-07;5;1;1;6
5765;Albert;Whitelaw;M;2012-09-25;2;0;2;70
5766;Karyn;Dick;F;2007-03-12;7;1;1;23
5767;Candy;Allan;F;2013-02-24;1;0;0;125
5768;Emo;Marler;M;2007-11-22;7;1;1;88
5769;Alfred;Boone;M;2010-07-14;4;1;1;124
5770;Truman;Skey;M;2007-01-24;7;1;2;82
5771;Sibyl;Leatherwood;F;2008-04-05;6;1;2;17
5772;Bruce;Swain;M;2007-07-12;7;1;1;26
5773;Nadia;Plumb;F;2013-02-14;1;0;0;121
5774;Myron;Adamson;M;2013-05-02;1;0;2;22
5775;Ethan;Cooksey;M;2013-07-19;1;0;1;120
5776;Jenny;Spencer-Churchill;F;2007-03-31;7;1;3;19
5777;Sarah;Cleverley;F;2012-01-22;2;0;3;87
5778;Luke;Blackett-Ord;M;2011-05-30;3;1;3;94
5779;Tristan;Cummings;M;2009-12-06;5;1;3;76
5780;Max;Burns;M;2013-08-20;1;0;2;78
5781;Storm;Scriver;M;2013-11-09;1;0;3;70
5782;Julianne;Vesey;F;2012-02-24;2;0;1;53
5783;Wilson;Malghum;M;2011-05-04;3;1;0;48
5784;Megan;Auchinleck;F;2012-09-11;2;0;2;55
5785;Malachi;McBeth;M;2010-10-17;4;1;2;36
5786;Kaleb;Diamond;M;2011-03-12;3;1;2;58
5787;Nettie;Cruise;F;2012-12-30;2;0;0;95
5788;Harriet;Larminie;F;2011-04-06;3;1;0;59
5789;Wesley;Calnan;M;2012-04-06;2;0;2;64
5790;Grayson;Hayman;M;2013-03-16;1;0;0;68
5791;Thelma;Aitchison;F;2011-10-11;3;1;0;117
5792;Winston;Daw;M;2009-01-05;5;1;2;86
5793;Digby;Whiting;M;2008-03-28;6;1;1;16
5794;Veronica;Dixon;F;2012-10-25;2;0;0;57
5795;Montgomery;Heselton;M;2007-11-24;7;1;1;126
5796;Romilda;Thirdkill;F;2010-08-26;4;1;3;21
5797;Rachel;Threlkeld;F;2009-01-07;5;1;1;7
5798;Edmund;Coles;M;2013-04-29;1;0;2;26
5799;Esther;Ultan;F;2010-12-23;4;1;2;33
5800;Jeremy;Trevanion;M;2010-07-31;4;1;2;66
5801;Edris;Twentyman;F;2011-05-25;3;1;0;17
5802;Erastus;Lees-Milne;M;2007-12-26;7;1;3;32
5803;Rosaleen;Clyne;F;2012-04-08;2;0;3;71
5804;Clarence;Sibley;M;2013-08-22;1;0;1;64
5805;Whitney;Croucher;F;2013-12-10;1;0;1;45
5806;Kelvin;Wind;M;2011-02-15;3;1;3;114
5807;Val;Vince;F;2013-07-13;1;0;2;97
5808;Elmo;Bannerman;M;2013-05-19;1;0;3;122
5809;Nicki;Burre;F;2007-04-09;7;0;0;55
5810;Emily;Anderson;F;2009-11-07;5;1;2;73
5811;Hannah;Batchelor;F;2013-01-10;1;0;1;51
5812;Miley;Keate;F;2012-07-01;2;0;0;37
5813;Doreen;Lyons;F;2012-12-17;2;0;3;47
5814;Audra;Franklin;F;2010-09-03;4;1;1;81
5815;Graham;Vessey;M;2007-03-01;7;1;2;110
5816;Obadiah;Shorrock;M;2010-02-13;4;0;0;94
5817;Ruth;Calladine;F;2010-08-06;4;1;0;39
5818;Liza;Mapother;F;2011-06-04;3;1;2;83
5819;Cary;Britton;F;2008-01-13;6;1;1;97
5820;Charity;Coppock;F;2009-05-19;5;1;1;87
5821;Mel;Hallissey;M;2010-02-06;4;1;2;120
5822;Daniel;Glascock;M;2007-07-15;7;1;2;84
5823;Brenda;Ham;F;2009-07-18;5;1;3;25
5824;Nigel;Bedford;M;2007-07-16;7;1;0;48
5825;Mercedes;Manly;F;2013-12-05;1;0;1;41
5826;Jayden;Beeching;M;2012-03-11;2;0;0;64
5827;Basil;Chandler;M;2008-04-05;6;1;3;92
5828;Ernie;Emery;M;2011-07-17;3;1;0;18
5829;Aleana;Barlow;F;2013-11-05;1;0;1;29
5830;Merlin;Chapman;M;2013-11-19;1;0;1;20
5831;Clara;Spain;F;2010-02-27;4;1;1;15
5832;Rathbone;Wakeford;M;2012-08-29;2;0;1;110
5833;Ace;Dare;M;2009-04-21;5;1;0;56
5834;Hartland;Coburn;M;2013-05-25;1;0;2;114
5835;Chuck;Holden;M;2007-05-21;7;1;1;76
5836;Patty;Freeland;M;2007-04-30;7;1;0;106
5837;Penelope;Lethbridge;F;2009-12-30;5;1;3;79
5838;Hayden;Christie;M;2013-07-28;1;0;3;2
5839;Carlie;Heatherly;M;2008-12-21;6;1;0;0
5840;Caden;Pelphrey;F;2007-02-05;7;0;0;45
5841;Winnie;Durant;F;2011-07-02;3;1;2;17
5842;Morgan;Prince;F;2011-06-28;3;1;0;43
5843;Joanne;Chamberlayne;F;2007-02-03;7;1;3;25
5844;Sidney;Renssalaer;M;2007-07-07;7;1;3;98
5845;Philippa;Waugh;F;2013-12-25;1;0;1;13
5846;Carter;White;M;2011-12-02;3;1;0;34
5847;Sky;Bayntun;M;2010-10-24;4;1;1;42
5848;Morgan;Gordon;F;2012-12-15;2;0;3;81
5849;Derek;Rylance;M;2008-05-21;6;1;0;74
5850;Calla;Blackmon;F;2012-01-23;2;0;1;23
5851;Kelvin;Bellamy;M;2012-09-09;2;0;2;90
5852;Rosalyn;McAuley;F;2012-03-18;2;0;1;117
5853;Ambrose;Clopton;M;2012-02-09;2;0;2;86
5854;Job;Cust;M;2013-10-30;1;0;1;80
5855;William;McAnally;M;2011-07-28;3;1;1;72
5856;Naila;Tickner;F;2008-11-30;6;1;3;71
5857;Ev;Monroe;M;2011-11-04;3;1;1;86
5858;Rufus;Goodnough;M;2013-01-25;1;0;1;108
5859;Theo;Arbour;M;2007-07-26;7;0;3;32
5860;Alexis;Vesey;M;2009-07-12;5;1;2;120
5861;Mikee;Rawlinson;M;2008-08-28;6;1;3;22
5862;Jacqui;Grainger;F;2010-10-22;4;1;2;29
5863;Spring;Farrow;F;2012-12-03;2;0;1;81
5864;Pierse;Scobie;M;2012-04-11;2;0;0;10
5865;Jayce;Bacote;M;2013-03-16;1;0;1;16
5866;Cynthia;Drury;F;2012-06-13;2;0;2;59
5867;Armistead;Rateliff;M;2007-11-19;7;1;2;66
5868;Don;Rowe;M;2012-09-10;2;0;3;18
5869;Ephrem;Soulsby;M;2010-10-07;4;1;0;18
5870;Sharlene;Brewer;F;2009-12-21;5;1;3;65
5871;Andrew;Dy;M;2010-07-16;4;1;3;122
5872;Bo;Bedford;M;2012-03-04;2;0;3;58
5873;Lee;Dobson;F;2007-11-26;7;1;1;91
5874;Wayne;Blackmore;M;2009-02-09;5;1;3;68
5875;Courtney;Paget;M;2008-12-17;6;1;1;94
5876;Rosaleen;Sweet-Escott;F;2012-12-10;2;0;3;81
5877;Barbara;Voyle;F;2013-03-20;1;0;2;39
5878;Leonard;Holderness;M;2008-10-21;6;1;0;18
5879;Kierra;Mayne;F;2012-05-22;2;0;0;55
5880;Ben;Kirk;M;2012-03-16;2;0;1;8
5881;Wanda;Paxton;F;2011-05-20;3;1;0;107
5882;Laura;Wakenshaw;F;2008-05-10;6;0;3;105
5883;Renesmee;Almond;F;2012-06-05;2;0;0;93
5884;Aidin;Upshaw;M;2008-01-20;6;1;1;48
5885;Drew;Blackwell;F;2009-12-30;5;1;1;89
5886;Elvis;Evans;M;2009-12-09;5;1;3;78
5887;Arnaut;Cantrill;M;2013-09-26;1;0;0;106
5888;Elliot;Saywell;M;2009-07-21;5;1;2;32
5889;Paula;Sargood;F;2010-03-22;4;1;3;119
5890;Serena;Smithson;F;2009-06-13;5;1;3;85
5891;Adrien;Bain;M;2007-04-22;7;1;1;38
5892;Isidore;Orr;M;2012-11-08;2;0;3;2
5893;Adel;Pastor;M;2009-06-10;5;1;0;62
5894;Harold;Ledger;M;2012-12-23;2;0;0;8
5895;Darlene;Kenny;F;2010-05-02;4;1;0;55
5896;Kitty;Diamond;F;2010-04-16;4;1;2;39
5897;Jacinta;Chauncey;F;2012-01-03;2;0;1;7
5898;Willis;Glancey;M;2013-04-23;1;0;3;22
5899;Eardwulf;Knaggs;M;2007-03-13;7;1;0;10
5900;Clayton;Reynolds;M;2008-01-13;6;1;2;22
5901;Gwen;Skaife;F;2010-09-25;4;1;2;117
5902;Rodger;Pike;M;2009-09-07;5;1;1;100
5903;Jolyon;Wheeler;M;2007-02-01;7;1;1;8
5904;Ernest;Moon;M;2008-04-19;6;1;2;2
5905;Lillian;Orme;F;2008-03-13;6;1;1;11
5906;Darby;Slater;M;2009-12-14;5;1;1;14
5907;Shania;Kinsey;F;2012-06-12;2;0;3;71
5908;Pierse;Aspey;M;2007-05-15;7;1;3;34
5909;Randall;Iverson;M;2010-06-08;4;1;3;66
5910;Vernon;Blakley;M;2009-03-18;5;1;0;18
5911;Melissa;Wales;F;2010-06-22;4;1;0;25
5912;Iggy;Newell;M;2009-03-10;5;1;3;12
5913;Gulliver;Lucy;M;2012-05-14;2;0;1;22
5914;Val;Perkins;M;2009-04-23;5;1;0;86
5915;Jerome;Faucit;M;2007-06-19;7;1;3;84
5916;Aidan;Burney;M;2009-01-13;5;1;1;38
5917;Karolyn;Wadsworth;F;2012-02-01;2;0;0;23
5918;Lindsay;Gilkeson;M;2010-12-20;4;1;3;70
5919;Miranda;Alcorn;F;2011-10-31;3;1;3;67
5920;Alton;Petrich;M;2011-06-01;3;1;3;12
5921;Orion;Farebrother;M;2012-05-20;2;0;0;2
5922;Hester;Pollard;F;2013-02-21;1;0;0;67
5923;Carissa;Booth;F;2010-08-20;4;1;1;37
5924;Maude;Mott;F;2008-07-02;6;1;2;17
5925;Laidman;Benstock;M;2011-09-16;3;0;3;94
5926;Mark;Mossey;M;2010-04-15;4;1;0;8
5927;Edward;Buckland;M;2008-05-09;6;1;1;30
5928;Lilibeth;Chisholm;F;2013-08-05;1;0;2;99
5929;Velma;Bateup;F;2008-12-07;6;1;3;11
5930;Derwin;Mote;M;2010-12-12;4;1;2;104
5931;Becca;Earl;F;2012-08-21;2;0;3;57
5932;Xander;Nicol;M;2010-01-04;4;1;0;66
5933;Ashton;Willcox;M;2011-08-24;3;1;1;48
5934;Maya;Bush;F;2007-09-22;7;1;3;59
5935;Carol;Graves;F;2011-02-08;3;1;3;75
5936;Chandos;Chinn;M;2013-07-26;1;0;3;24
5937;Dede;Gillibrand;F;2013-04-16;1;0;3;87
5938;Bertram;Honeyball;M;2008-05-10;6;1;0;58
5939;Cleve;Hart-Davis;M;2013-07-10;1;0;3;116
5940;Fleur;Hadfield;F;2012-11-24;2;0;2;93
5941;Enid;Ingersoll;F;2009-06-19;5;1;1;117
5942;Rita;Perks;F;2011-11-22;3;1;0;95
5943;Lilibeth;Ridings;F;2013-09-14;1;0;0;5
5944;Ronnie;Hamilton;M;2009-12-01;5;1;2;32
5945;Benn;Palmer;M;2007-05-02;7;1;0;12
5946;Cary;Hudson;F;2013-12-20;1;0;0;51
5947;Nadia;Ibbotson;F;2011-10-29;3;1;2;53
5948;Paulina;Ashworth;F;2008-01-26;6;1;0;113
5949;Claudia;Bence;F;2008-12-29;6;1;0;113
5950;Angie;Upcher;F;2009-09-28;5;1;3;29
5951;Priscilla;Blessitt;F;2010-11-20;4;1;0;39
5952;Frank;Ogden;M;2011-01-20;3;1;3;116
5953;Homer;Ballard;M;2011-05-17;3;1;3;56
5954;Thor;Kemp;M;2013-04-25;1;0;0;86
5955;Juniper;Pyne;F;2012-07-01;2;0;2;85
5956;Allyson;Sugrue;F;2008-11-11;6;0;1;113
5957;Chaz;Birdsong;M;2009-01-08;5;1;3;120
5958;Jayson;Brayton;M;2007-05-18;7;1;2;80
5959;Stella;Skaife;F;2011-12-10;3;1;3;95
5960;Shawna;Bloomfield;F;2007-09-22;7;1;0;109
5961;Edris;Hewitt;F;2012-06-02;2;0;3;19
5962;Poe;Storey;M;2013-01-27;1;0;2;114
5963;Sharon;Bannerman;F;2013-03-31;1;0;2;31
5964;Miriam;Norton;F;2010-04-19;4;1;1;71
5965;Kelvin;Upcher;M;2009-10-02;5;1;1;80
5966;Roman;Creelman;M;2007-11-14;7;1;0;22
5967;Jayson;Satterly;M;2010-01-21;4;1;1;120
5968;Spencer;Rowley;M;2013-07-14;1;0;0;122
5969;Charlyne;Patten;F;2011-03-07;3;1;2;87
5970;Gladys;Hammond;F;2008-08-12;6;1;0;41
5971;Kim;Gayford;F;2009-10-23;5;1;3;81
5972;Brynlee;Connell;F;2010-11-21;4;1;3;49
5973;Janey;Swinburne;F;2013-02-01;1;0;3;111
5974;Sammy;Lees;M;2011-05-20;3;1;3;100
5975;Karolyn;Daley;F;2012-06-15;2;0;0;49
5976;Steve;Covey-Crump;M;2012-09-16;2;0;2;122
5977;Mia;Pigram;F;2007-08-30;7;1;2;49
5978;Carlisle;Dickenson;M;2009-03-06;5;1;1;124
5979;Olive;Elderkin;F;2010-10-12;4;1;1;73
5980;Whitney;Tyler;M;2009-04-04;5;1;0;72
5981;Margaret;Fairall;F;2010-10-18;4;1;3;51
5982;Steve;Hoare;M;2010-03-10;4;1;0;24
5983;Davis;Bacon;M;2010-07-29;4;1;3;26
5984;Ernest;Burridge;M;2008-09-09;6;1;2;44
5985;Joy;Butler;F;2009-10-13;5;1;3;109
5986;Adelaide;Bond;F;2007-12-28;7;1;1;29
5987;Noella;Woodward;F;2012-05-09;2;0;0;67
5988;Nia;Axford;F;2010-10-11;4;1;1;13
5989;Deborah;Walpole;F;2007-02-26;7;1;0;123
5990;Winnie;Waugh;F;2009-02-13;5;1;0;87
5991;Zachary;Axon;M;2012-01-07;2;0;3;76
5992;Kenneth;Foster;M;2013-09-09;1;0;3;0
5993;Willy;Coombes;M;2013-12-07;1;0;0;20
5994;Trevor;Niles;M;2008-05-16;6;1;3;10
5995;Kent;Clarkson;M;2013-06-16;1;0;2;100
5996;Tom;Colborn;M;2007-02-17;7;1;3;110
5997;Maurice;Brunton;M;2013-07-06;1;0;1;32
5998;Joseph;Johns;M;2011-02-15;3;1;2;38
5999;Hope;Handley;F;2009-01-06;5;1;3;87
6000;Travis;Ainger;M;2009-07-13;5;1;2;48
6001;Harvey;Oxley;M;2012-01-18;2;0;2;106
6002;Humphrey;Myers;M;2007-08-30;7;1;0;90
6003;Marianne;Darell;F;2007-05-06;7;1;2;95
6004;Jonas;Raymer;M;2011-08-11;3;1;0;28
6005;Montie;Bloomfield;M;2012-06-08;2;0;3;88
6006;Mac;Boakye-Yiadom;M;2010-01-18;4;1;1;40
6007;Sophia;Cortright;F;2010-02-21;4;1;2;101
6008;Neil;Knickerbocker;M;2010-01-17;4;1;2;96
6009;Iggy;Manly;M;2013-02-22;1;0;0;100
6010;Lavender;Lind;F;2013-06-06;1;0;2;83
6011;Charis;Fairall;F;2013-09-11;1;0;1;83
6012;Caesar;Honeyball;M;2008-05-15;6;1;3;44
6013;Aleana;Crosbie;F;2013-09-16;1;0;2;41
6014;Althea;Gordon-Cumming;F;2010-06-23;4;1;1;29
6015;Hilary;Padfield;F;2011-09-30;3;1;1;45
6016;Mehitable;Bowser;F;2011-01-10;3;1;1;51
6017;Jack;McHugh;M;2009-12-29;5;1;3;114
6018;Debbie;Blyth;F;2011-02-06;3;1;2;57
6019;Devon;Kendle;F;2009-10-12;5;1;3;65
6020;Jethro;Tomkins;M;2007-07-31;7;1;3;90
