id;name;surname;gender;date_of_birth;year;hogsmeade_consent;house_id;dormitory_id
965;Lucas;Massengill;M;2013-05-25;1;0;1;26
966;Lavender;Reynolds;F;2011-03-31;3;1;3;96
967;Roderick;Rylance;M;2009-05-14;5;1;2;60
968;Eadgifu;Smart;F;2010-08-29;4;1;0;18
969;Bartholomew;Whittle;M;2009-11-09;5;1;2;61
970;Kenneth;Hartnell;M;2007-09-23;7;1;3;92
971;Simon;Halley;M;2007-07-16;7;1;0;11
972;Gulliver;Biswell;M;2008-12-14;6;1;1;36
973;Betty;Chatfield-Taylor;F;2011-11-06;3;1;1;45
974;Alexander;Batchelor;M;2013-12-20;1;0;2;53
975;Merlin;Hasley;M;2013-03-02;1;0;2;53
976;Jeffrey;Lalor;M;2007-01-28;7;1;3;92
977;Marmaduke;Henville;M;2011-07-13;3;1;3;86
978;Shayne;Leuty;M;2011-07-14;3;1;2;57
979;Devon;Milton;F;2009-03-13;5;1;3;100
980;Celia;Lavers;F;2011-05-10;3;1;0;17
981;Helena;Frampton;F;2013-04-18;1;0;0;13
982;Sam;Bettridge;M;2007-07-21;7;1;2;64
983;Alan;Lawton;M;2010-03-14;4;1;3;89
984;Roberta;Lawson;F;2007-10-11;7;1;2;79
